"TeamID","TeamName","ConfAbbrev","ConfFullName","CoachName","TotalCoachYears","CurrCoachYears","Seed","Wins","WinsOT","Losses","LossesOT","HomeWins","HomeLosses","AwayWins","AwayLosses","NeutralWins","NeutralLosses","NeutralWinsPct","NeutralLossesPct","AvgScore","AvgFGM","AvgFGA","AvgFGM2","AvgFGA2","AvgFGM3","AvgFGA3","AvgFTM","AvgFTA","AvgOR","AvgDR","AvgAst","AvgTO","AvgStl","AvgBlk","AvgPF"
1113,"Arizona St","pac_twelve","Pacific-12 Conference","bobby_hurley",5,3,11,20,0,11,2,13,6,4,4,3,1,0.15,0.0909090909090909,83.5161290322581,27.9677419354839,60.258064516129,19.0322580645161,35.7096774193548,8.93548387096774,24.5483870967742,18.6451612903226,25.258064516129,9.90322580645161,25.3225806451613,14.1612903225806,10.7096774193548,6.58064516129032,3.58064516129032,18.9354838709677
1114,"Ark Little Rock","sun_belt","Sun Belt Conference","wes_flanigan",2,2,20,6,1,24,2,4,14,2,9,0,1,0,0.0416666666666667,62.1666666666667,22.7,54.2333333333333,16.6333333333333,35.1333333333333,6.06666666666667,19.1,10.7,17.4333333333333,9.9,23.8333333333333,11.5666666666667,14.6666666666667,4.63333333333333,2.9,19.5666666666667
1115,"Ark Pine Bluff","swac","Southwest Athletic Conference","george_ivory",10,10,20,14,1,21,1,7,13,6,3,1,5,0.0714285714285714,0.238095238095238,65.9142857142857,23.2857142857143,53.2285714285714,17.0857142857143,34.3714285714286,6.2,18.8571428571429,13.1428571428571,19.4571428571429,7.97142857142857,21.4,12.2,14.2,7.85714285714286,4.11428571428571,19.5428571428571
1116,"Arkansas","sec","Southeastern Conference","mike_anderson",16,7,7,23,2,11,0,15,7,3,2,5,2,0.217391304347826,0.181818181818182,81.0882352941177,28.9705882352941,60.6764705882353,21.1764705882353,41.2352941176471,7.79411764705882,19.4411764705882,15.3529411764706,22.6470588235294,10.1764705882353,24.5882352941176,14.4705882352941,11,6.23529411764706,4.61764705882353,20.2058823529412
1117,"Arkansas St","sun_belt","Sun Belt Conference","mike_balado",1,1,20,9,1,21,1,5,13,4,7,0,1,0,0.0476190476190476,72.6666666666667,25.7,59.4333333333333,18.4666666666667,37.6666666666667,7.23333333333333,21.7666666666667,14.0333333333333,19.7333333333333,11.2,22.1,10.3666666666667,13.2,6.5,2.73333333333333,18.5333333333333
1119,"Army","patriot","Patriot League","jimmy_allen",2,2,20,12,0,17,1,5,12,4,5,3,0,0.25,0,73.7241379310345,27.1379310344828,61.1724137931034,17.448275862069,35.7241379310345,9.68965517241379,25.448275862069,9.75862068965517,14.9655172413793,10,25.0689655172414,16.5172413793103,13.448275862069,5.62068965517241,2.68965517241379,19.9310344827586
1120,"Auburn","sec","Southeastern Conference","bruce_pearl",14,4,4,25,0,7,0,15,4,7,1,3,2,0.12,0.285714285714286,83.375,27.125,61.78125,17.375,35.15625,9.75,26.625,19.375,24.65625,12.125,26.03125,14.4375,12.25,7.4375,5.40625,19.875
1122,"Austin Peay","ovc","Ohio Valley Conference","matt_figger",1,1,20,16,0,14,2,10,9,5,4,1,1,0.0625,0.0714285714285714,71.7333333333333,25.8333333333333,57.8333333333333,19.7,40.6333333333333,6.13333333333333,17.2,13.9333333333333,20.9666666666667,12.4666666666667,21.7666666666667,12.5,14.0666666666667,5.96666666666667,2.86666666666667,20.0333333333333
1123,"Ball St","mac","Mid-American Conference","james_whitford",5,5,20,18,1,13,1,13,10,5,2,0,1,0,0.0769230769230769,75.1290322580645,26.741935483871,59.5483870967742,19.0322580645161,36.8387096774194,7.70967741935484,22.7096774193548,13.9354838709677,19.7741935483871,10.0967741935484,27.741935483871,14.1935483870968,13.2258064516129,5.25806451612903,3.41935483870968,17.3870967741935
1124,"Baylor","big_twelve","Big 12 Conference","scott_drew",16,15,20,17,1,14,1,13,9,2,4,2,1,0.117647058823529,0.0714285714285714,74.4838709677419,27.1290322580645,58.7096774193548,20.9677419354839,41.1290322580645,6.16129032258065,17.5806451612903,14.0645161290323,19,11.8064516129032,26.1612903225806,14.3225806451613,13.5161290322581,5.54838709677419,4.32258064516129,18.2258064516129
1125,"Belmont","ovc","Ohio Valley Conference","rick_byrd",19,19,20,24,0,9,0,14,6,9,2,1,1,0.0416666666666667,0.111111111111111,77.6363636363636,27.3030303030303,56.1515151515151,15.8484848484848,25.6969696969697,11.4545454545455,30.4545454545455,11.5757575757576,15.6666666666667,7.81818181818182,26.5151515151515,16.030303030303,12.4242424242424,4.87878787878788,2.48484848484848,16.0909090909091
1126,"Bethune-Cookman","meac","Mid-Eastern Athletic Conference","ryan_ridder",1,1,20,16,2,14,0,8,10,8,3,0,1,0,0.0714285714285714,80.6,27.5333333333333,63.0333333333333,20.2333333333333,39.6666666666667,7.3,23.3666666666667,18.2333333333333,25.9666666666667,13,28.3333333333333,15.1,15.8666666666667,6.13333333333333,3.73333333333333,21.1666666666667
1127,"Binghamton","aec","America East Conference","tommy_dempsey",13,6,20,9,0,20,1,5,12,3,7,1,1,0.111111111111111,0.05,66.7931034482759,24.3103448275862,56.4137931034483,16.8965517241379,35.1379310344828,7.41379310344828,21.2758620689655,10.7586206896552,16.8965517241379,9.13793103448276,24.8275862068966,11.3103448275862,12.3448275862069,5.20689655172414,4.06896551724138,17.2758620689655
1129,"Boise St","mwc","Mountain West Conference","leon_rice",8,8,20,22,2,8,1,14,5,6,1,2,2,0.0909090909090909,0.25,77.4666666666667,27.3666666666667,59.1666666666667,17.9666666666667,34.3666666666667,9.4,24.8,13.3333333333333,18.0666666666667,9.86666666666667,28.4,13.1333333333333,13.4,5.53333333333333,2.13333333333333,17.7333333333333
1130,"Boston College","acc","Atlantic Coast Conference","jim_christian",16,4,20,19,2,15,1,14,10,2,3,3,2,0.157894736842105,0.133333333333333,76.7941176470588,27.1470588235294,60,18.5,36.1176470588235,8.64705882352941,23.8823529411765,13.8529411764706,18.7352941176471,10.5588235294118,26.5588235294118,14.2647058823529,12.7058823529412,5.02941176470588,3.17647058823529,16.2941176470588
1131,"Boston Univ","patriot","Patriot League","joe_jones",14,7,20,14,0,16,0,5,9,9,7,0,0,0,0,70.1,25.6333333333333,55.4333333333333,18.4,36.0333333333333,7.23333333333333,19.4,11.6,18.2,9.43333333333333,23.6333333333333,13.2666666666667,13.8,7.43333333333333,3.2,17.0666666666667
1132,"Bowling Green","mac","Mid-American Conference","michael_huger",3,3,20,14,3,16,1,7,9,6,6,1,1,0.0714285714285714,0.0625,74.1,25.2,61,17.9,39.7,7.3,21.3,16.4,22.3,11.5666666666667,26.5333333333333,12.7666666666667,12.8,5.7,2.63333333333333,17.8666666666667
1133,"Bradley","mvc","Missouri Valley Conference","brian_wardle",8,3,20,19,0,13,0,12,9,4,2,3,2,0.157894736842105,0.153846153846154,67,23,53.71875,16.4375,35.3125,6.5625,18.40625,14.4375,20.28125,10.59375,24.65625,13.25,13.21875,6.375,4,18.96875
1135,"Brown","ivy","Ivy League","mike_martin_brn",6,6,20,10,2,16,2,7,11,3,5,0,0,0,0,75.9230769230769,25.5,59.7307692307692,18.6153846153846,38.3076923076923,6.88461538461539,21.4230769230769,18.0384615384615,24.1153846153846,11,24.9230769230769,12.5,13.6153846153846,6.38461538461539,2.92307692307692,20.8461538461538
1136,"Bryant","nec","Northeast Conference","tim_o'shea",17,10,20,3,0,28,1,1,17,2,11,0,0,0,0,69.9677419354839,24.8709677419355,60.6774193548387,16.5161290322581,36.3225806451613,8.35483870967742,24.3548387096774,11.8709677419355,16.8387096774194,10.0645161290323,22.1935483870968,13.4516129032258,12.9354838709677,6.12903225806452,1.38709677419355,19.3870967741935
1137,"Bucknell","patriot","Patriot League","nathan_davis",3,3,14,25,3,9,1,15,8,10,1,0,0,0,0,81.1470588235294,27.7058823529412,58.6764705882353,19.7941176470588,35.6176470588235,7.91176470588235,23.0588235294118,17.8235294117647,24.8235294117647,9.35294117647059,27.5,14.4705882352941,12.6176470588235,5.61764705882353,4.44117647058824,18.5882352941176
1138,"Buffalo","mac","Mid-American Conference","nate_oats",3,3,13,25,2,8,1,13,5,8,1,4,2,0.16,0.25,84.6969696969697,30.6969696969697,64.7878787878788,21.0606060606061,38.8787878787879,9.63636363636364,25.9090909090909,13.6666666666667,19.6363636363636,12.030303030303,26.8181818181818,16.7575757575758,12.3939393939394,6.21212121212121,4.33333333333333,21.1515151515152
1139,"Butler","big_east","Big East Conference","lavall_jordan",2,1,10,20,2,13,2,14,7,3,3,3,3,0.15,0.230769230769231,79.1212121212121,29.2121212121212,61.8484848484849,21.030303030303,38.8484848484849,8.18181818181818,23,12.5151515151515,16.2424242424242,9.21212121212121,24.7878787878788,14,11.1818181818182,6.72727272727273,2.93939393939394,18.2424242424242
1140,"BYU","wcc","West Coast Conference","dave_rose",13,13,20,24,2,10,1,13,5,7,3,4,2,0.166666666666667,0.2,74.0294117647059,26.0294117647059,53.7941176470588,19.5882352941176,35.5,6.44117647058824,18.2941176470588,15.5294117647059,20.6176470588235,6.82352941176471,25.7058823529412,15.2941176470588,11.5588235294118,6.41176470588235,3.76470588235294,16.8235294117647
1141,"C Michigan","mac","Mid-American Conference","keno_davis",10,6,20,16,3,14,1,8,8,4,5,4,1,0.25,0.0714285714285714,75.6666666666667,25.0333333333333,59.0333333333333,16,32.1333333333333,9.03333333333333,26.9,16.5666666666667,20.6333333333333,11.1333333333333,24.4333333333333,12.6333333333333,12.0666666666667,5.96666666666667,3.26666666666667,16.7333333333333
1142,"Cal Poly SLO","big_west","Big West Conference","joe_callero",10,9,20,7,1,22,2,5,13,1,6,1,3,0.142857142857143,0.136363636363636,66.6551724137931,22.8620689655172,58.4137931034483,14.1724137931034,34.2068965517241,8.68965517241379,24.2068965517241,12.2413793103448,15.5862068965517,9.03448275862069,23.448275862069,11.8275862068966,11.9310344827586,4.75862068965517,3.93103448275862,18.6551724137931
1143,"California","pac_twelve","Pacific-12 Conference","wyking_jones",1,1,20,8,1,23,0,5,8,3,12,0,3,0,0.130434782608696,67.5483870967742,23.8387096774194,58.741935483871,19.2258064516129,42.6129032258064,4.61290322580645,16.1290322580645,15.258064516129,22.3870967741935,13.258064516129,22.3548387096774,9.90322580645161,14.7741935483871,6.87096774193548,4.80645161290323,20.258064516129
1144,"Campbell","big_south","Big South Conference","kevin_mcgeehan",5,5,20,13,0,15,2,9,10,4,4,0,1,0,0.0666666666666667,73.3571428571429,25.1785714285714,54.6428571428571,16.3571428571429,31.2142857142857,8.82142857142857,23.4285714285714,14.1785714285714,18.6071428571429,6.78571428571429,24.9285714285714,13.25,12.1071428571429,6.35714285714286,3.82142857142857,17.1785714285714
1145,"Canisius","maac","Metro Atlantic Athletic Conference","reggie_witherspoon",16,2,20,21,0,11,0,11,8,8,2,2,1,0.0952380952380952,0.0909090909090909,76.28125,27.4375,58.78125,18.15625,32.375,9.28125,26.40625,12.125,17.03125,10.21875,23.40625,16.9375,13.1875,6.8125,2.90625,18.84375
1146,"Cent Arkansas","southland","Southland Conference","russ_pennell",5,4,20,16,1,16,2,8,11,7,4,1,1,0.0625,0.0625,80.28125,27.59375,61.15625,19.21875,38.09375,8.375,23.0625,16.71875,22.6875,9.96875,25.875,15.96875,13.90625,6.59375,4.96875,19.9375
1148,"Central Conn","nec","Northeast Conference","donyell_marshall",2,2,20,14,2,18,3,8,14,6,4,0,0,0,0,67.84375,24.625,54.375,18.4375,35.59375,6.1875,18.78125,12.40625,17.75,10.03125,25.28125,12.40625,14.78125,5.03125,3.34375,17.15625
1149,"Charleston So","big_south","Big South Conference","barclay_radebaugh",13,13,20,12,2,16,2,6,10,6,6,0,0,0,0,68.75,24.5357142857143,56.8928571428571,17.8928571428571,36.5,6.64285714285714,20.3928571428571,13.0357142857143,17.7857142857143,10.6785714285714,22.6071428571429,11.1428571428571,13.2142857142857,6.64285714285714,3.32142857142857,16.75
1150,"Charlotte","cusa","Conference USA","houston_fancher",10,1,20,5,0,23,1,3,12,2,11,0,0,0,0,69.6428571428571,23.7142857142857,55.9642857142857,17.0357142857143,36.6428571428571,6.67857142857143,19.3214285714286,15.5357142857143,21.75,9.32142857142857,24.5357142857143,10.6071428571429,14.8571428571429,5.5,2.07142857142857,17.8928571428571
1151,"Chattanooga","southern","Southern Conference","lamont_paris",1,1,20,8,1,23,3,6,14,1,8,1,1,0.125,0.0434782608695652,67.741935483871,23.1612903225806,54.2903225806452,15.0645161290323,31.0322580645161,8.09677419354839,23.258064516129,13.3225806451613,18.7741935483871,9.19354838709677,22.6129032258065,12.1290322580645,14.0967741935484,5.12903225806452,2.16129032258065,15.4193548387097
1152,"Chicago St","wac","Western Athletic Conference","tracy_dildy",8,8,20,1,0,29,0,1,19,0,8,0,2,0,0.0689655172413793,65.2333333333333,23.2,58.0666666666667,17.8,40.8666666666667,5.4,17.2,13.4333333333333,18.3666666666667,9.53333333333333,21.7,10.6,15.2333333333333,6.66666666666667,2.33333333333333,21.6333333333333
1153,"Cincinnati","aac","American Athletic Conference","mick_cronin",15,12,2,30,0,4,0,15,2,9,1,6,1,0.2,0.25,74.4705882352941,26.2647058823529,58,18.9705882352941,37.5588235294118,7.29411764705882,20.4411764705882,14.6470588235294,21.3235294117647,13.0588235294118,25.8529411764706,15.9705882352941,11.4705882352941,7.29411764705882,5.52941176470588,15.8235294117647
1154,"Citadel","southern","Southern Conference","duggar_baucom",13,3,20,8,2,21,0,4,12,3,8,1,1,0.125,0.0476190476190476,79.448275862069,26.3793103448276,65.6551724137931,14.6896551724138,30.6551724137931,11.6896551724138,35,15,21.448275862069,11.6896551724138,24.6206896551724,15.4137931034483,14.7586206896552,8.3448275862069,2.93103448275862,18.551724137931
1155,"Clemson","acc","Atlantic Coast Conference","brad_brownell",16,8,5,23,1,9,1,15,6,4,1,4,2,0.173913043478261,0.222222222222222,73.28125,25.28125,55.8125,16.96875,33.125,8.3125,22.6875,14.40625,19.03125,8.96875,26.5,13.1875,12.09375,5.6875,4.84375,16
1156,"Cleveland St","horizon","Horizon League","dennis_felton",11,1,20,11,1,23,0,6,15,2,7,3,1,0.272727272727273,0.0434782608695652,68.0294117647059,24.1176470588235,55.7647058823529,15.8823529411765,31.5294117647059,8.23529411764706,24.2352941176471,11.5588235294118,16.4117647058824,7.55882352941176,22.7941176470588,12.9117647058824,13.1176470588235,6.23529411764706,2.47058823529412,17.0588235294118
1157,"Coastal Car","sun_belt","Sun Belt Conference","cliff_ellis",31,11,20,11,1,18,1,4,7,5,9,2,2,0.181818181818182,0.111111111111111,70.448275862069,23.9655172413793,55.8620689655172,17.1724137931034,35.448275862069,6.79310344827586,20.4137931034483,15.7241379310345,21.6551724137931,11.9310344827586,25.3448275862069,12.9310344827586,15.2758620689655,5.27586206896552,3.37931034482759,19.6551724137931
1158,"Col Charleston","caa","Colonial Athletic Association","earl_grant",4,4,13,24,3,7,2,13,6,7,0,4,1,0.166666666666667,0.142857142857143,75.1935483870968,25.8709677419355,56.1612903225806,18.2903225806452,35.3225806451613,7.58064516129032,20.8387096774194,15.8709677419355,20.6774193548387,8.35483870967742,24.4516129032258,11.0645161290323,9.87096774193548,5.35483870967742,3.67741935483871,16.6451612903226
1159,"Colgate","patriot","Patriot League","matt_langel",7,7,20,18,0,13,0,11,10,6,3,1,0,0.0555555555555556,0,71.7096774193548,24.8387096774194,56.9677419354839,15.4193548387097,31.0322580645161,9.41935483870968,25.9354838709677,12.6129032258065,16.4516129032258,8.87096774193548,23.1935483870968,12.7096774193548,11,6.12903225806452,3.25806451612903,16.3870967741935
1160,"Colorado","pac_twelve","Pacific-12 Conference","tad_boyle",12,8,20,17,2,15,0,12,10,1,3,4,2,0.235294117647059,0.133333333333333,72.09375,25.3125,57.46875,17.78125,36.46875,7.53125,21,13.9375,19.125,10.125,27.375,12.78125,14.09375,4.375,3.8125,19.40625
1161,"Colorado St","mwc","Mountain West Conference","larry_eustachy",27,6,20,10,0,21,2,7,10,3,8,0,3,0,0.142857142857143,71.8387096774194,25.0967741935484,60.2258064516129,18.0967741935484,39,7,21.2258064516129,14.6451612903226,20.3548387096774,11.6129032258065,25.7741935483871,12.6129032258065,13.5483870967742,5.87096774193548,3.09677419354839,19.6129032258065
1162,"Columbia","ivy","Ivy League","jim_engles",10,2,20,7,0,19,2,6,14,1,5,0,0,0,0,75.9615384615385,27.4615384615385,61.8076923076923,17.6153846153846,35.3076923076923,9.84615384615385,26.5,11.1923076923077,15.1153846153846,9.92307692307692,24.8846153846154,13.9230769230769,12.7307692307692,6.5,3.42307692307692,18.8846153846154
1163,"Connecticut","aac","American Athletic Conference","kevin_ollie",6,6,20,14,2,18,1,11,9,2,5,1,4,0.0714285714285714,0.222222222222222,68.15625,23.8125,57.25,17.09375,36.65625,6.71875,20.59375,13.8125,18.53125,10.5,23.84375,10.4375,12.59375,5.9375,3.71875,18.5
1164,"Coppin St","meac","Mid-Eastern Athletic Conference","juan_dixon",1,1,20,5,2,27,2,4,20,1,6,0,1,0,0.037037037037037,60.78125,20.53125,57,12.25,29.84375,8.28125,27.15625,11.4375,15.53125,8.53125,25.25,10.5625,14.4375,5.375,2.5625,20.34375
1165,"Cornell","ivy","Ivy League","brian_earl",2,2,20,11,1,16,2,7,11,4,4,0,1,0,0.0625,75.2222222222222,26.4444444444444,57.5555555555556,18.8888888888889,34.962962962963,7.55555555555556,22.5925925925926,14.7777777777778,20.2222222222222,8.37037037037037,25.6296296296296,15.7777777777778,13.3333333333333,5.07407407407407,3.22222222222222,17.7777777777778
1166,"Creighton","big_east","Big East Conference","greg_mcdermott",17,8,8,20,1,11,1,15,7,4,2,1,2,0.05,0.181818181818182,83.9677419354839,30.5483870967742,61.5806451612903,20.1935483870968,34.0645161290323,10.3548387096774,27.5161290322581,12.5161290322581,16.7096774193548,7.19354838709677,28.7096774193548,17.8387096774194,11.3548387096774,5.48387096774194,2.45161290322581,15.3225806451613
1167,"CS Bakersfield","wac","Western Athletic Conference","rod_barnes",19,7,20,9,0,18,0,6,12,2,4,1,2,0.111111111111111,0.111111111111111,64.2222222222222,22.5555555555556,54.962962962963,16.5185185185185,34.7407407407407,6.03703703703704,20.2222222222222,13.0740740740741,19.1111111111111,10.8518518518519,24.1111111111111,12.4074074074074,13.8888888888889,5.62962962962963,2.7037037037037,20.8148148148148
1168,"CS Fullerton","big_west","Big West Conference","dedrique_taylor",5,5,15,18,1,11,1,8,7,7,4,3,0,0.166666666666667,0,72.6551724137931,24.8275862068966,52.6551724137931,19.6896551724138,37.6896551724138,5.13793103448276,14.9655172413793,17.8620689655172,24.2413793103448,8.31034482758621,25.5862068965517,12.3793103448276,14.4827586206897,6.41379310344828,3.3448275862069,18.2413793103448
1169,"CS Northridge","big_west","Big West Conference","reggie_theus",7,5,20,4,0,24,2,2,13,2,9,0,2,0,0.0833333333333333,64.7857142857143,23.8214285714286,56.0357142857143,17.9642857142857,39.1428571428571,5.85714285714286,16.8928571428571,11.2857142857143,15.8571428571429,8,22.6071428571429,11.6785714285714,12.3214285714286,4.85714285714286,2.5,17.8214285714286
1170,"CS Sacramento","big_sky","Big Sky Conference","brian_katz",10,10,20,5,0,25,1,4,13,1,7,0,5,0,0.2,66.2,24.5666666666667,56.5,18.3,38.3666666666667,6.26666666666667,18.1333333333333,10.8,15.7333333333333,8.36666666666667,23.4,12.7,12,5.26666666666667,3.36666666666667,18.1333333333333
1171,"Dartmouth","ivy","Ivy League","david_mclaughlin",2,2,20,6,0,20,1,5,14,1,6,0,0,0,0,67.8076923076923,23.9615384615385,53.8076923076923,16.6153846153846,33.4230769230769,7.34615384615385,20.3846153846154,12.5384615384615,17.6538461538462,7.80769230769231,23.2307692307692,13.0769230769231,13.6153846153846,5.53846153846154,3.19230769230769,15.8846153846154
1172,"Davidson","a_ten","Atlantic 10 Conference","bob_mckillop",29,29,12,21,0,11,1,11,8,6,1,4,2,0.19047619047619,0.181818181818182,76.4375,27.34375,56.65625,16.65625,29.34375,10.6875,27.3125,11.0625,13.875,6.90625,25.90625,16.84375,9.5625,4.78125,1.96875,15.03125
1173,"Dayton","a_ten","Atlantic 10 Conference","anthony_grant",10,1,20,14,1,17,2,12,10,1,4,1,3,0.0714285714285714,0.176470588235294,72.3870967741936,25.9354838709677,53.9032258064516,17.9354838709677,30.1612903225806,8,23.741935483871,12.5161290322581,17.1290322580645,7.74193548387097,23.4838709677419,15.741935483871,13.741935483871,5.2258064516129,2.51612903225806,16.4838709677419
1174,"Delaware","caa","Colonial Athletic Association","martin_ingelsby",2,2,20,12,2,19,0,6,10,4,8,2,1,0.166666666666667,0.0526315789473684,69.5806451612903,25.4516129032258,56.4838709677419,19.5806451612903,38.6451612903226,5.87096774193548,17.8387096774194,12.8064516129032,19.4193548387097,9.09677419354839,25.1612903225806,11.2258064516129,10.5806451612903,4.70967741935484,2.2258064516129,16.7096774193548
1175,"Delaware St","meac","Mid-Eastern Athletic Conference","keith_walker",5,5,20,2,0,28,3,2,18,0,9,0,1,0,0.0357142857142857,63.1666666666667,23.0666666666667,55.2,17,36.9,6.06666666666667,18.3,10.9666666666667,15.7333333333333,10.1,22.5333333333333,10.6,15.4,5.53333333333333,2.53333333333333,17.6
1176,"Denver","summit","Summit League","rodney_billups",2,2,20,13,0,15,1,8,9,3,4,2,2,0.153846153846154,0.133333333333333,71.25,25.75,55.7857142857143,18.7857142857143,38.1428571428571,6.96428571428571,17.6428571428571,12.7857142857143,18.3214285714286,10.1071428571429,25.9285714285714,14.25,15.1071428571429,4.07142857142857,2.14285714285714,18.9642857142857
1177,"DePaul","big_east","Big East Conference","dave_leitao",12,6,20,11,0,20,1,6,7,4,10,1,3,0.0909090909090909,0.15,71.9354838709677,26.4193548387097,61.741935483871,20.1612903225806,41.5483870967742,6.25806451612903,20.1935483870968,12.8387096774194,18.1290322580645,12.3548387096774,25.0645161290323,15,13.8709677419355,6.45161290322581,3.03225806451613,17.8387096774194
1178,"Detroit","horizon","Horizon League","bacari_alexander",2,2,20,6,1,24,0,3,11,2,10,1,3,0.166666666666667,0.125,76,26.4,62.3333333333333,18,37.1333333333333,8.4,25.2,14.8,19.4,10.2333333333333,23.9666666666667,12.6666666666667,13.6333333333333,6.03333333333333,2.5,20.2
1179,"Drake","mvc","Missouri Valley Conference","niko_medved",5,1,20,15,1,16,2,9,10,4,3,2,3,0.133333333333333,0.1875,72.6774193548387,25.1290322580645,57.8064516129032,16.6774193548387,34.4516129032258,8.45161290322581,23.3548387096774,13.9677419354839,18.1935483870968,8.12903225806452,25.2903225806452,14.9032258064516,12,5.74193548387097,2.48387096774194,15.5806451612903
1180,"Drexel","caa","Colonial Athletic Association","zach_spiker",9,2,20,12,1,20,2,8,12,2,5,2,3,0.166666666666667,0.15,73.71875,26.5625,60.46875,19.78125,39.375,6.78125,21.09375,13.8125,19.21875,11.25,25.0625,11.34375,12.28125,5.28125,4.15625,17.53125
